0,1,2,3,4,5,6,7,8,9,10
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,,SERIE B 2016
I- SUPERFICIES DES TERRES UTILISEES PAR L'AGRICULTURE (2/2),,,,,,,,,,
WILAYA,Plantations,,TOTAL   S. A. U,,Pacages  & parcours,,Terres,,TOTAL  S.A.T,
,arbres fruit,,,,,,improductives,,,
,ha,%,ha,%,ha,%,ha,%,ha,%
1 ADRAR,28 327,"7,4",48 272,"12,6",321 599,"83,8",14 005,"3,6",383 876,"0,9"
2 CHLEF,14 860,"5,7",203 230,"77,4",25 714,"9,8",33 567,"12,8",262 511,"0,6"
3 LAGHOUAT,6 256,"0,4",73 013,"4,6",1 529 559,"95,4",0,"0,0",1 602 572,"3,7"
4 O.E.BOUAGHI,3 030,"0,6",360 885,"70,0",122 425,"23,7",32 172,"6,2",515 482,"1,2"
5 BATNA,21 985,"3,0",422 677,"56,8",237 492,"31,9",83 857,"11,3",744 026,"1,7"
6 BEJAIA,71 712,"43,5",130 917,"79,4",30 290,"18,4",3 587,"2,2",164 794,"0,4"
7 BISKRA,52 493,"3,2",185 473,"11,2",1 399 746,"84,7",67 532,"4,1",1 652 751,"3,8"
8 BECHAR,16 009,"1,1",35 097,"2,5",1 319 237,"92,6",69 834,"4,9",1 424 168,"3,3"
9 BLIDA,27 534,"44,8",52 324,"85,2",7 589,"12,3",1 536,"2,5",61 449,"0,1"
10 BOUIRA,42 213,"14,4",189 960,"64,7",76 681,"26,1",26 904,"9,2",293 544,"0,7"
11 TAMANRASSET,8 053,"0,9",11 466,"1,2",816 100,"92,6",53 825,"6,1",881 391,"2,0"
12 TEBESSA,12 397,"1,5",309 925,"38,0",434 088,"53,2",72 094,"8,8",816 107,"1,9"
13 TLEMCEN,37 989,"7,1",350 741,"65,2",153 964,"28,6",33 025,"6,1",537 730,"1,2"
14 TIARET,24 517,"2,2",707 718,"62,7",393 380,"34,9",26 950,"2,4",1 128 048,"2,6"
15 TIZI-OUZOU,47 472,"32,5",98 842,"67,7",25 370,"17,4",21 859,"15,0",146 072,"0,3"
16 ALGER,10 890,"32,4",29 465,"87,7",1 594,"4,7",2 522,"7,5",33 581,"0,1"
17 DJELFA,18 464,"0,7",378 665,"15,1",2 122 428,"84,9",0,"0,0",2 501 093,"5,8"
18 JIJEL,18 677,"19,0",44 554,"45,2",39 433,"40,0",14 511,,98 499,"0,2"
19 SETIF,36 180,"7,9",364 731,"79,3",54 067,"11,8",41 084,"8,9",459 883,"1,1"
20 SAIDA,6 909,"1,4",308 206,"60,3",159 664,"31,2",43 479,"8,5",511 349,"1,2"
21 SKIKDA,20 833,"10,8",131 879,"68,3",42 977,"22,2",18 323,"9,5",193 179,"0,4"
22 S.B.ABBES,15 095,"3,9",362 970,"94,0",3 723,"1,0",19 636,"5,1",386 329,"0,9"
23 ANNABA,2 402,"4,2",47 449,"82,1",7 585,"13,1",2 786,"4,8",57 820,"0,1"
24 GUELMA,13 087,"4,9",187 337,"70,8",50 875,"19,2",26 405,"10,0",264 617,"0,6"
25 CONSTANTINE,2 449,"1,4",125 010,"71,1",50 935,"28,9",0,"0,0",175 945,"0,4"
26 MEDEA,26 867,"4,4",324 842,"52,6",292 624,"47,4",0,"0,0",617 466,"1,4"
27 MOSTAGANEM,19 105,"13,2",132 261,"91,4",12 510,"8,6",0,"0,0",144 771,"0,3"
28 M'SILA,22 600,"1,7",277 592,"21,2",1 029 564,"78,8",0,"0,0",1 307 156,"3,0"
29 MASCARA,23 988,"5,5",312 787,"72,0",104 292,"24,0",17 054,"3,9",434 133,"1,0"
30 OUARGLA,22 876,"0,4",47 855,"0,8",4 750 000,"83,5",893 799,"15,7",5 691 654,"13,1"
31 ORAN,10 672,"11,1",87 782,"91,3",1 823,"1,9",6 507,"6,8",96 113,"0,2"
32 EL-BAYADH,2 864,"0,0",71 953,"1,2",5 693 495,"98,7",550,"0,0",5 765 998,"13,3"
33 ILLIZI,1 622,"13,9",2 298,"19,6",6 000,"51,3",3 400,"29,1",11 698,"0,0"
34 B.B.ARRERIDJ,32 527,"13,3",186 011,"75,9",48 598,"19,8",10 556,"4,3",245 165,"0,6"
35 BOUMERDES,13 857,"14,1",64 690,"65,6",13 339,"13,5",20 516,"20,8",98 544,"0,2"
36 EL-TARF,9 230,"11,0",74 023,"88,2",8 518,"10,2",1 340,"1,6",83 881,"0,2"
37 TINDOUF,578,"0,0",872,"0,0",6 000 000,"100,0",1 628,"0,0",6 002 500,"13,8"
38 TISSEMSILT,15 679,"8,3",145 424,"76,7",21 997,"11,6",22 297,"11,8",189 718,"0,4"
39 EL-OUED,41 007,"2,4",95 000,"5,5",1 410 000,"82,0",214 600,"12,5",1 719 600,"4,0"
40 KHENCHELA,21 405,"2,8",248 204,"32,0",451 134,"58,2",75 367,"9,7",774 705,"1,8"
41 SOUK-AHRAS,18 239,"7,1",253 063,81.4,54 380,"21,1",3 506,"1,4",310 949,"0,7"
42 TIPAZA,14 396,"20,4",62 243,"88,4",8 157,"11,6",0,"0,0",70 400,"0,2"
43 MILA,11 167,"4,0",237 557,"86,1",21 956,"7,9",16 444,"6,0",275 957,"0,6"
44 AIN-DEFLA,21 057,"8,9",181 697,"77,1",39 881,"16,9",14 054,"6,0",235 632,"0,5"
45 NAAMA,6 888,"0,3",28 283,"1,3",2 175 117,"98,7",60,"0,0",2 203 460,"5,1"
