0,1,2,3,4,5,6,7,8,9
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,SERIE B 2017
VIII-ANIMAUX D'ELEVAGE (1/4),,,,,,,,,
,,,,,E S P E C E         B O V I N E,,,,
,,Vaches  laitières,,Génisses +,Taureaux,Taurillons,Veaux,Velles,TOTAL
WILAYA,B.L.M,BLA+BLL,TOTAL,12 mois,,12 à 18 mois,- 12,- 12,
,,,,,,,mois,mois,
1 ADRAR,300,208,508,192,178,213,189,204,1 484
2 CHLEF,7 600,12 600,20 200,6 344,2 313,3 668,8 595,10 040,51 160
3 LAGHOUAT,3 603,8 695,12 298,2 494,1 628,1 336,2 259,1 240,21 255
4 O.E.BOUAGHI,5 451,14 349,19 800,5 063,1 586,5 190,6 799,6 562,45 000
5 BATNA,19 458,14 022,33 480,5 858,758,2 316,5 045,5 562,53 019
6 BEJAIA,6 131,11 088,17 219,8 423,1 575,6 241,5 512,5 383,44 353
7 BISKRA,1 525,1 030,2 555,459,310,411,525,795,5 055
8 BECHAR,56,1 287,1 343,261,145,262,198,188,2 397
9 BLIDA,3 823,8 963,12 786,2 643,1 763,1 736,2 375,2 371,23 674
10 BOUIRA,3 417,16 776,20 193,5 326,2 503,5 163,4 678,4 910,42 773
11 TAMANRASSET,0,0,0,0,0,0,0,0,0
12 TEBESSA,1 600,5 400,7 000,960,583,720,1 077,1 660,12 000
13 TLEMCEN,11 260,12 900,24 160,4 667,1 036,3 844,5 594,3 799,43 100
14 TIARET,9 500,17 350,26 850,4 804,1 787,2 868,6 230,6 691,49 230
15 TIZI-OUZOU,22 135,18 584,40 719,11 767,7 053,14 747,10 102,10 958,95 346
16 ALGER,7 514,871,8 385,1 447,728,1 536,1 100,1 076,14 272
17 DJELFA,2 583,13 637,16 220,3 870,570,1 210,6 450,5 680,34 000
18 JIJEL,3 230,39 707,42 937,9 925,1 920,7 541,8 381,8 064,78 768
19 SETIF,25 787,51 351,77 138,17 323,2 946,18 874,19 052,21 546,156 879
20 SAIDA,4 047,10 272,14 319,2 039,1 367,2 235,2 564,2 338,24 862
21 SKIKDA,15 040,67 141,82 181,16 228,5 342,11 446,8 750,12 144,136 091
22 S.B.ABBES,13 146,8 412,21 558,6 238,1 729,5 404,6 130,4 668,45 727
23 ANNABA,2 462,16 776,19 238,4 555,2 518,7 912,6 400,6 577,47 200
24 GUELMA,4 101,54 402,58 503,10 562,4 623,6 986,7 430,11 894,99 998
25 CONSTANTINE,11 923,16 936,28 859,6 171,1 571,5 066,5 528,6 155,53 350
26 MEDEA,9 954,19 161,29 115,9 848,2 629,6 725,7 189,6 626,62 132
27 MOSTAGANEM,12 972,7 785,20 757,2 245,777,1 370,2 538,3 098,30 785
28 M'SILA,12 600,9 800,22 400,2 320,980,1 170,3 350,3 280,33 500
29 MASCARA,5 180,11 470,16 650,6 800,1 550,3 100,5 100,5 800,39 000
30 OUARGLA,198,155,353,91,47,184,383,222,1 280
31 ORAN,5 263,6 184,11 447,3 068,834,1 794,2 097,2 655,21 895
32 EL-BAYADH,1 870,10 596,12 466,2 200,977,1 710,3 420,3 666,24 439
33 ILLIZI,0,0,0,0,0,0,0,0,0
34 B.B.ARRERIDJ,7 253,7 125,14 378,3 831,1 313,1 606,2 909,4 543,28 580
35 BOUMERDES,8 032,7 832,15 864,3 837,2 345,2 512,3 207,2 925,30 690
36 EL-TARF,2 929,48 541,51 470,11 851,3 107,5 954,9 054,10 234,91 670
37 TINDOUF,10,5,15,3,2,3,2,2,27
38 TISSEMSILT,830,8 112,8 942,2 478,1 170,1 388,1 990,2 982,18 950
39 EL-OUED,409,1 021,1 430,3 403,68,13 754,4 150,1 610,24 415
40 KHENCHELA,5 121,6 451,11 572,943,537,2 121,1 311,1 296,17 780
41 SOUK-AHRAS,8 166,17 740,25 906,4 846,1 273,2 435,5 291,6 433,46 184
42 TIPAZA,1 667,2 792,4 459,1 282,769,720,892,950,9 072
43 MILA,18 950,23 635,42 585,13 011,4 683,8 225,9 518,10 202,88 224
44 AIN-DEFLA,5 650,13 183,18 833,4 829,1 722,3 534,7 817,5 100,41 835
45 NAAMA,2 721,16 259,18 980,2 921,1 068,1 890,5 873,6 221,36 953
46 A.TEMOUCHENT,4 297,6 815,11 112,2 490,1 021,1 481,1 884,2 434,20 422
47 GHARDAIA,2 545,0,2 545,349,48,130,508,426,4 006
48 RELIZANE,7 813,14 122,21 935,5 395,2 268,3 403,4 246,5 047,42 294
TOTAL ALGERIE,310 122,661 541,971 663,225 660,75 720,182 134,213 692,226 257,1 895 126
BLA  = Bovin  Laitier  amélioré,,,,,,,,,
BLM = Bovin  Laitier  Moderne,,,,,,,,,
BLL  = Bovin  Laitier  Local,,,,,,,,,
