0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII-CULTURES MARAICHERES SOUS SERRES (2/4),,,,,,,,,
,,CONCOMBRES,,,AUBERGINES,,,HARICOTS VERTS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"50,75",35 256,"694,7","0,69",321,"465,2","1,53",300,"195,8"
2 CHLEF,"25,80",23 820,"923,3","0,00",0,0,"1,00",70,"70,0"
3 LAGHOUAT,"0,00",0,0,"0,00",0,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"1,00",1 710,"1 710,0","0,00",0,0,"0,00",0,0
6 BEJAIA,"5,67",5 845,"1 030,9","0,00",0,0,"9,00",665,"73,9"
7 BISKRA,"272,00",248 440,"913,4","251,00",165 970,"661,2","0,00",0,0
8 BECHAR,"0,00",0,0,"0,00",0,0,"0,00",0,0
9 BLIDA,10,6750,"675,0","13,1",6750,"515,3","2,5",200,"80,0"
10 BOUIRA,"0,00",0,0,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"0,00",0,0,"0,00",0,0,"0,80",120,"150,0"
12 TEBESSA,"0,00",0,0,"0,00",0,0,"0,00",0,0
13 TLEMCEN,"50,00",42 000,"840,0","0,00",0,0,"2,00",800,"400,0"
14 TIARET,"0,00",0,0,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"0,00",0,0,"0,00",0,0,"0,40",140,"350,0"
16 ALGER,"4,72",5 130,"1 086,9","10,57",4 305,"407,3","1,16",115,"99,1"
17 DJELFA,"0,04",30,"750,0",,,0,"0,00",0,0
18 JIJEL,"35,06",40 651,"1 159,5","10,92",5 076,"464,8","17,48",3 979,"227,6"
19 SETIF,"74,92",98 990,"1 321,3","0,00",0,0,"3,00",300,"100,0"
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"3,82",2 030,"531,4","3,50",1 400,"400,0","2,50",65,"26,0"
22 S.B.ABBES,"0,00",0,0,"0,00",0,0,"0,00",0,0
23 ANNABA,"0,00",0,0,"0,00",0,0,"0,00",0,0
24 GUELMA,"0,00",0,0,"0,00",0,0,"0,00",0,0
25 CONSTANTINE,"0,00",0,0,"0,00",0,0,"0,16",12,"75,0"
26 MEDEA,"0,00",0,0,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"35,40",31 370,"886,2","68,20",52 695,"772,7","23,84",8 690,"364,5"
28 M'SILA,"4,00",3 200,"800,0","5,00",3 000,"600,0","0,00",0,0
29 MASCARA,"0,00",0,0,"0,00",0,0,"0,00",0,0
30 OUARGLA,"5,88",1 612,"274,1","1,00",200,"200,0","0,00",0,0
31 ORAN,"1,56",473,"303,1","0,28",126,"450,0","0,44",17,"37,5"
32 EL-BAYADH,"0,00",0,0,"0,00",0,0,"0,00",0,0
33 ILLIZI,"0,00",0,0,"0,08",14,"175,0","0,00",0,0
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0,"0,00",0,0
35 BOUMERDES,"21,00","17 850,00","850,0","26,00",10 400,"400,0","9,50",1 900,"200,0"
36 EL-TARF,"0,08",130,"1 625,0","0,00",0,0,"0,00",0,0
37 TINDOUF,"0,24",192,"800,0","0,00",0,0,"0,20",80,"400,0"
38 TISSEMSILT,"0,00",0,0,"0,00",0,0,"0,00",0,0
39 EL-OUED,"5,00",5 000,"1 000,0","1,12",672,"600,0","0,34",68,"200,0"
40 KHENCHELA,"0,00",,0,"2,00",1 000,"500,0","0,00",0,0
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0,"0,00",0,0
42 TIPAZA,"308,92",267 654,"866,4","17,28",8 499,"491,8","95,74",5 827,"60,9"
43 MILA,"0,00",0,0,"0,00",0,0,"0,00",0,0
44 AIN-DEFLA,"50,00",22 500,"450,0","0,25",200,"800,0","13,00",2 080,"160,0"
45 NAAMA,"0,00",0,0,"0,00",0,0,"0,00",0,0
46 A.TEMOUCHENT,"8,00",3 940,"492,5","1,80",720,"400,0","0,08",16,"200,0"
47 GHARDAIA,"0,00",0,0,"0,20",50,"250,0","0,00",0,0
48 RELIZANE,"0,00",0,0,"0,00",0,0,"0,00",0,0
TOTAL ALGERIE,"973,86",864 573,"887,8","412,99",261 398,"632,9","184,67",25 443,"137,8"
