0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2016
"Récapitulatif des superficies, des productions, des rendements  et les taux d'accroissement  2015/2016",,,,,,,,,
,,2015,,,2016,,,Taux d'accroissement     %,
,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,,2016 /2015,
,ha,qx,qx/ha,ha,qx,qx/ha,Sup.,Prod.,Rdt
Céréales d'hiver,2 685 154,37 554 894,"14,0",2 209 625,34 322 742,"15,5",-18,-9,11
Blé dur,1 314 014,20 199 390,"15,4",1 094 636,19 376 173,"17,7",-17,-4,15
Blé tendre,500 708,6 367 916,"12,7",351 423,5 024 791,"14,3",-30,-21,12
Orge,802 336,10 305 564,"12,8",706 678,9 199 064,"13,0",-12,-11,1
Avoine,68 096,682 025,"10,0",56 761,721 209,"12,7",-17,6,27
Triticale,0,0,0,128,1 505,"11,8",0,0,0
Céréales d'été,931,54 591,"58,6",1 168,126 442,"108,3",25,132,85
Maîs,712,27 941,"39,3",817,36 865,"45,1",15,32,15
Sorgho,219,26 650,"121,6",351,89 577,"255,2",60,236,110
Cultures industrielles,32 562,13 299 370,"408,4",32 791,12 801 798,"390,4",1,-4,-4
Tomates,22 815,12 908 297,"565,8",21 434,12 354 980,"576,4",-6,-4,2
Tabacs,4 508,87 999,"19,5",4 760,98 404,"20,7",6,12,6
Arachides,2 115,34 097,"16,1",3 391,70 923,"20,9",60,108,30
Autres,3 125,268 978,"86,1",3 206,277 492,"86,6",3,3,1
Légumes secs,85 068,873 922,"10,3",77 408,773 105,"10,0",-9,-12,-3
Fèves-féveroles,39 977,448 074,"11,2",35 813,380 485,"10,6",-10,-15,-5
Pois secs,11 213,110 503,"9,9",8 267,64 484,"7,8",-26,-42,-21
Lentilles,6 330,49 454,"7,8",8 762,100 713,"11,5",38,104,47
Pois chiches,25 497,249 034,"9,8",22 961,215 722,"9,4",-10,-13,-4
Haricots secs,1 788,14 207,"7,9",1 310,8 749,"6,7",-27,-38,-16
Gesses et guerfalas,265,2 650,"10,0",295,2 953,"10,0",11,11,0
Cultures maraîchères,511 018,124 693 277,"244,0",511 174,130 826 802,"255,9",0,5,5
Pommes de terre,153 313,45 395 769,"296,1",156 308,47 596 766,"304,5",2,5,3
Tomates,24 065,11 637 658,"483,6",22 556,12 805 702,"567,7",-6,10,17
Oignons,47 923,14 362 804,"299,7",49 896,15 259 866,"305,8",4,6,2
Ails,10 022,1 100 067,"109,8",9 445,1 036 266,"109,7",-6,-6,0
Melons Pastèques,58 120,18 144 348,"312,2",59 039,18 776 771,"318,0",2,3,2
Carottes,18 649,3 915 631,"210,0",18 038,4 205 472,"233,2",-3,7,11
Piments,10 590,2 472 574,"233,5",10 361,2 590 283,"250,0",-2,5,7
Poivrons,12 429,3 099 988,"249,4",11 975,3 396 094,"283,6",-4,10,14
Concombres,4 515,1 543 390,"341,8",4 061,1 384 806,"341,0",-10,-10,0
Courgettes,14 558,3 024 485,"207,8",12 349,2 710 537,"219,5",-15,-10,6
Aubergines,5 586,1 361 278,"243,7",6 683,1 268 511,"189,8",20,-7,-22
Artichauts,4 674,915 922,"196,0",5 174,975 243,"188,5",11,6,-4
Choux verts,3 657,782 121,"213,9",4 161,1 048 809,"252,1",14,34,18
Choux fleurs,7 977,1 630 251,"204,4",8 701,2 051 482,"235,8",9,26,15
Navets,8 497,1 328 115,"156,3",8 409,1 488 096,"177,0",-1,12,13
Fèves vertes,30 055,2 495 373,"83,0",32 392,2 731 225,"84,3",8,9,2
Haricots verts,11 276,795 134,"70,5",10 695,790 992,"74,0",-5,-1,5
Petits pois,35 448,1 373 015,"38,7",32 377,1 267 915,"39,2",-9,-8,1
Autres légumes,49 664,9 315 355,"187,6",48 553,9 441 966,"194,5",-2,1,4
