0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2017
VII- ENSEMBLE DES CULTURES MARAÎCHERES (1/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,POMMES DE TERRE,,,TOMATES,,,OIGNONS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,451,87 745,"194,6",127,33 850,"266,4",700,66 500,"95,0"
2 CHLEF,4 342,1 265 090,"291,4",606,461 265,"761,3",217,76 910,"354,4"
3 LAGHOUAT,2 276,687 500,"302,1",350,105 000,"300,0",890,160 200,"180,0"
4 O.E.BOUAGHI,283,73 237,"258,8",180,37 880,"210,2",198,42 855,"217,0"
5 BATNA,1 390,421 420,"303,2",386,71 796,"185,8",883,155 840,"176,5"
6 BEJAIA,295,57 780,"195,9",245,61 990,"252,8",531,83 765,"157,7"
7 BISKRA,220,47 400,"215,5",2 117,3 155 060,"1 490,3",2 652,444 150,"167,5"
8 BECHAR,111,19 940,"180,5",217,33 000,"152,2",300,84 400,"281,3"
9 BLIDA,628,301 080,"479,6",167,85 656,"513,1",444,68 230,"153,8"
10 BOUIRA,6 215,2 031 714,"326,9",161,38 984,"242,5",457,61 192,"134,0"
11 TAMANRASSET,27,4 689,"173,7",145,19 342,"133,4",160,14 665,"91,7"
12 TEBESSA,2 540,920 000,"362,2",151,21 750,"144,3",250,48 600,"194,4"
13 TLEMCEN,5 283,1 543 400,"292,1",980,657 791,"671,2",1 225,312 000,"254,7"
14 TIARET,5 364,1 469 312,"273,9",351,95 980,"273,8",3 700,2 060 000,"556,8"
15 TIZI-OUZOU,747,219 475,"293,9",157,41 605,"265,3",1 066,122 836,"115,3"
16 ALGER,1 069,432 630,"404,9",1 216,658 645,"541,6",145,33 350,"230,0"
17 DJELFA,3 000,721 300,"240,4",210,29 650,"141,2",1 975,810 330,"410,3"
18 JIJEL,520,106 430,"204,7",578,357 628,"619,0",908,139 025,"153,1"
19 SETIF,1 964,541 543,"275,7",635,217 985,"343,2",612,117 585,"192,2"
20 SAIDA,3 206,893 066,"278,6",320,90 920,"284,1",1 107,462 525,"417,8"
21 SKIKDA,5 959,1 581 175,"265,3",539,142 800,"264,9",4 555,1 121 688,"246,3"
22 S.B.ABBES,2 404,538 170,"223,9",230,120 750,"525,0",583,113 865,"195,3"
23 ANNABA,95,38 600,"406,3",0,0,0,313,57 500,"183,6"
24 GUELMA,1 377,434 311,"315,4",209,67 280,"322,7",1 282,408 090,"318,3"
25 CONSTANTINE,167,32 800,"196,4",18,2 890,"165,1",525,52 665,"100,4"
26 MEDEA,2 189,550 825,"251,6",538,106 200,"197,6",1 220,162 165,"132,9"
27 MOSTAGANEM,14 289,4 471 604,"312,9",1 669,962 415,"576,7",2 014,493 540,"245,1"
28 M'SILA,480,134 400,"280,0",275,130 500,"474,5",1 500,482 000,"321,3"
29 MASCARA,12 437,3 552 500,"285,6",251,57 600,"229,5",3 736,2 100 000,"562,1"
30 OUARGLA,1 595,485 234,"304,2",184,29 801,"162,2",475,66 656,"140,5"
31 ORAN,122,34 418,"282,7",216,73 524,"341,1",70,10 860,"154,6"
32 EL-BAYADH,936,283 667,"303,1",115,35 530,"310,3",401,185 885,"463,6"
33 ILLIZI,1,75,"150,0",12,1 352,"110,1",49,4 930,"100,0"
34 B.B.ARRERIDJ,73,14 650,"200,7",148,19 320,"130,5",452,75 640,"167,3"
35 BOUMERDES,2 928,904 420,"308,9",617,383 750,"622,0",2 777,755 175,"271,9"
36 EL-TARF,580,200 300,"345,3",0,325,"1 250,0",1 290,244 100,"189,2"
37 TINDOUF,4,590,"147,5",8,5 164,"648,7",14,3 280,"234,3"
38 TISSEMSILT,148,22 070,"149,1",34,3 135,"92,2",125,16 960,"135,7"
39 EL-OUED,35 000,11 530 000,"329,4",3 070,2 170 000,"706,8",1 550,465 000,"300,0"
40 KHENCHELA,93,16 170,"173,9",201,76 462,"380,4",298,37 190,"124,8"
41 SOUK-AHRAS,476,105 900,"222,5",2 137,14 911,"7,0",621,44 715,"72,1"
42 TIPAZA,1 960,648 650,"330,9",1 889,1 083 842,"573,8",746,182 805,"245,0"
43 MILA,1 687,675 210,"400,2",243,108 763,"447,0",504,142 090,"281,9"
44 AIN-DEFLA,20 000,6 879 365,"344,0",555,471 750,"850,0",1 575,919 653,"583,8"
45 NAAMA,389,78 205,"201,0",65,12 589,"193,7",310,61 398,"198,2"
46 A.TEMOUCHENT,242,73 190,"302,4",1 082,388 078,"358,7",1 857,451 640,"243,2"
47 GHARDAIA,164,44 100,"268,9",20,3 050,"150,6",690,127 300,"184,5"
48 RELIZANE,3 100,888 675,"286,7",355,115 300,"324,8",352,51 348,"145,9"
TOTAL ALGERIE,148 822,46 064 024,"309,5",23 977,12 862 858,"536,5",48 301,14 203 096,"294,1"
