0,1,2,3,4,5,6,7,8
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,SERIE B 2017
VIII-ANIMAUX D'ELEVAGE (3/4),,,,,,,,
,,,E S P E C E         C A P R I N E,,,,ESPECE CAMELINE,
WILAYA,Chèvres,Boucs,Chevreaux,Chevrettes,TOTAL,CHAMELLES,AUTRES,TOTAL
,,,de 6 mois,de 6 mois,,,,
1 ADRAR,65 599,36 250,36 737,33 034,171 620,22 029,31 600,53 629
2 CHLEF,29 230,6 324,13 426,14 840,63 820,0,0,0
3 LAGHOUAT,121 800,9 442,48 072,62 686,242 000,2 002,810,2 812
4 O.E.BOUAGHI,53 198,10 947,5 176,7 882,77 203,0,0,0
5 BATNA,164 672,11 102,42 544,53 390,271 708,20,15,35
6 BEJAIA,21 494,4 457,7 445,7 139,40 535,0,0,0
7 BISKRA,309 314,15 665,54 309,115 012,494 300,2 626,2 534,5 160
8 BECHAR,56 255,4 592,7 986,7 893,76 726,24 889,4 331,29 220
9 BLIDA,3 031,943,1 046,1 087,6 107,0,0,0
10 BOUIRA,8 211,2 073,3 340,3 639,17 263,0,0,0
11 TAMANRASSET,80 788,10 114,5 302,7 799,104 003,17 423,49 766,67 189
12 TEBESSA,110 000,6 471,34 200,39 329,190 000,1 090,380,1 470
13 TLEMCEN,27 000,4 238,7 084,7 678,46 000,0,0,0
14 TIARET,115 431,9 214,30 045,40 186,194 876,100,90,190
15 TIZI-OUZOU,19 076,3 058,8 728,8 608,39 470,0,0,0
16 ALGER,1 127,333,387,621,2 468,0,0,0
17 DJELFA,276 800,6 300,59 600,65 400,408 100,3 700,2 500,6 200
18 JIJEL,18 264,4 086,7 165,7 342,36 857,0,0,0
19 SETIF,43 072,3 311,11 825,14 533,72 741,0,0,0
20 SAIDA,33 151,4 728,13 110,19 234,70 223,15,0,15
21 SKIKDA,83 659,7 180,15 865,20 088,126 792,0,0,0
22 S.B.ABBES,11 552,3 108,4 902,5 538,25 100,0,0,0
23 ANNABA,6 805,2 608,3 009,2 878,15 300,0,0,0
24 GUELMA,43 871,1 812,11 219,12 454,69 356,0,0,0
25 CONSTANTINE,5 670,412,2 162,2 549,10 793,0,0,0
26 MEDEA,48 075,5 815,18 333,23 651,95 874,34,31,65
27 MOSTAGANEM,16 031,1 110,2 690,5 080,24 911,0,0,0
28 M'SILA,90 000,3 600,19 300,27 100,140 000,1 410,320,1 730
29 MASCARA,31 900,2 800,14 000,15 300,64 000,0,0,0
30 OUARGLA,108 046,15 887,46 258,44 367,214 558,28 359,13 802,42 161
31 ORAN,9 299,939,2 242,2 871,15 351,0,0,0
32 EL-BAYADH,146 000,11 315,29 194,21 891,208 400,11 810,3 890,15 700
33 ILLIZI,18 916,18 596,1 707,2 440,41 659,15 207,21 025,36 232
34 B.B.ARRERIDJ,27 740,2 956,9 136,12 573,52 405,0,0,0
35 BOUMERDES,2 498,524,926,1 608,5 556,0,0,0
36 EL-TARF,21 980,2 561,5 998,6 236,36 775,0,0,0
37 TINDOUF,44 308,5 540,12 659,16 614,79 121,43 551,18 664,62 215
38 TISSEMSILT,38 000,2 401,3 320,7 279,51 000,0,0,0
39 EL-OUED,288 000,11 520,79 590,119 390,498 500,27 000,18 000,45 000
40 KHENCHELA,53 654,2 832,5 996,9 605,72 087,391,49,440
41 SOUK-AHRAS,52 965,7 824,25 531,29 479,115 799,0,0,0
42 TIPAZA,6 284,2 011,1 883,2 003,12 181,0,0,0
43 MILA,16 955,4 212,6 673,6 661,34 501,0,0,0
44 AIN-DEFLA,20 001,5 247,7 710,8 453,41 411,0,0,0
45 NAAMA,66 015,1 594,9 722,11 066,88 397,728,341,1 069
46 A.TEMOUCHENT,9 922,1 244,2 600,2 711,16 477,0,0,0
47 GHARDAIA,93 000,9 850,24 435,30 715,158 000,5 500,5 850,11 350
48 RELIZANE,30 987,8 322,13 489,14 772,67 570,0,0,0
TOTAL ALGERIE,2 949 646,297 468,778 076,982 704,5 007 894,207 884,173 998,381 882
