0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019
VII-CULTURES MARAICHERES SOUS SERRES (2/4),,,,,,,,,
,,CONCOMBRES,,,AUBERGINES,,,HARICOTS VERTS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"52,52",39 638,"754,7","2,42",1 089,"450,0","2,71",354,"130,5"
2 CHLEF,"17,55",9 430,"537,3","0,10",15,"150,0","1,10",706,"641,8"
3 LAGHOUAT,"0,00",0,0,"0,00",0,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"0,04",32,"800,0","0,00",0,0,"0,00",0,0
6 BEJAIA,"4,16",2 128,"511,5","0,00",0,0,"4,30",288,"67,0"
7 BISKRA,"356,00",325 200,"913,5","542,00",364 500,"672,5","0,00",0,0
8 BECHAR,"0,24",275,"1 145,8","0,04",85,"2 125,0","0,00",0,0
9 BLIDA,0,0,0,0,0,0,0,0,0
10 BOUIRA,"0,00",0,0,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"0,00",0,0,"0,00",0,0,"0,44",152,"345,5"
12 TEBESSA,"0,00",0,0,"0,00",0,0,"0,16",20,"125,0"
13 TLEMCEN,"60,00",51 600,"860,0","0,00",0,0,"4,00",2 000,"500,0"
14 TIARET,"0,00",0,0,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"0,00",0,0,"0,48",144,"300,0","0,00",0,0
16 ALGER,"12,44",12 650,"1 016,9","24,84",11 305,"455,1","4,16",515,"123,8"
17 DJELFA,"0,48",236,"491,7","1,24",864,"696,8","0,16",11,"68,8"
18 JIJEL,"38,94",54 368,"1 396,2","20,64",12 102,"586,3","42,12",8 649,"205,3"
19 SETIF,"99,72",128 202,"1 285,6","0,00",0,0,"0,00",0,0
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"4,58",2 760,"602,6","5,04",2 520,"500,0","2,00",200,"100,0"
22 S.B.ABBES,"0,00",0,0,"0,00",0,0,"0,00",0,0
23 ANNABA,"0,00",0,0,"0,00",0,0,"0,00",0,0
24 GUELMA,"0,00",0,0,"0,00",0,0,"0,00",0,0
25 CONSTANTINE,"0,00",0,0,"0,00",0,0,"0,00",0,0
26 MEDEA,"0,00",0,0,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"37,00",29 600,"800,0","98,00",68 600,"700,0","25,00",1 500,"60,0"
28 M'SILA,"16,00",12 800,"800,0","16,00",11 200,"700,0","0,00",0,0
29 MASCARA,"0,00",0,0,"0,00",0,0,"0,00",0,0
30 OUARGLA,"13,52",3 662,"270,9","3,14",1 130,"359,9","0,04",23,"575,0"
31 ORAN,"2,40",930,"387,5","3,00",1 107,"369,0","0,44",39,"88,6"
32 EL-BAYADH,"0,00",0,0,"0,00",0,0,"0,00",0,0
33 ILLIZI,"0,04",8,"200,0","0,58",116,"200,0","0,00",0,0
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0,"0,00",0,0
35 BOUMERDES,"15,33","9 655,00","629,8","21,48",6 684,"311,2","10,48",1 946,"185,7"
36 EL-TARF,"0,04",48,"1 200,0","0,00",0,0,"0,00",0,0
37 TINDOUF,"0,92",736,"800,0","0,16",64,"400,0","0,68",204,"300,0"
38 TISSEMSILT,"0,00",0,0,"0,00",0,0,"0,00",0,0
39 EL-OUED,"6,00",6 000,"1 000,0","6,00",1 500,"250,0","0,00",0,0
40 KHENCHELA,"0,00",0,0,"10,00",4 000,"400,0","0,00",0,0
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0,"0,00",0,0
42 TIPAZA,"198,36",209 496,"1 056,1","29,48",17 071,"579,1","122,42",7 590,"62,0"
43 MILA,"0,00",0,0,"0,08",24,"300,0","0,00",0,0
44 AIN-DEFLA,"77,00",34 650,"450,0","0,00",0,0,"18,00",2 880,"160,0"
45 NAAMA,"0,00",0,0,"0,00",0,0,"0,00",0,0
46 A.TEMOUCHENT,"8,64",4 093,"473,7","2,68",1 105,"412,3","1,00",227,"227,0"
47 GHARDAIA,"0,00",0,0,"0,00",0,0,"0,00",0,0
48 RELIZANE,"0,00",0,0,"0,00",0,0,"0,00",0,0
TOTAL ALGERIE,"1 021,92",938 197,"918,1","787,40",505 225,"641,6","239,21",27 304,"114,1"
