0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2017
"Récapitulatif des superficies, des productions, des rendements  et les taux d'accroissement  2016/2017",,,,,,,,,
,,2016,,,2017,,,Taux d'accroissement,
,,,,,,,,%,
Produit,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,,2017 /2016,
,ha,qx,qx/ha,ha,qx,qx/ha,Sup.,Prod.,Rdt
Céréales d'hiver,2 209 625,34 322 742,"15,5",2 371 067,34 702 520,"14,6",7,1,-6
Blé dur,1 094 636,19 376 173,"17,7",1 175 622,19 909 570,"16,9",7,3,-4
Blé tendre,351 423,5 024 791,"14,3",361 794,4 455 460,"12,3",3,-11,-14
Orge,706 678,9 199 064,"13,0",773 063,9 696 964,"12,5",9,5,-4
Avoine,56 761,721 209,"12,7",60 529,640 175,"10,6",7,-11,-17
Triticale,128,1 505,"11,8",60,350,"5,8",0,0,0
Céréales d'été,1 168,126 442,"108,3",2 337,76 060,"32,5",100,-40,-70
Maîs,817,36 865,"45,1",2 025,26 335,"13,0",148,-29,-71
Sorgho,351,89 577,"255,2",312,49 725,"159,4",-11,-44,-38
Cultures industrielles,32 791,12 801 798,"390,4",32 595,12 554 567,"385,2",-1,-2,-1
Tomates,21 434,12 354 980,"576,4",20 216,12 097 326,"598,4",-6,-2,4
Tabacs,4 760,98 404,"20,7",4 852,102 918,"21,2",2,5,3
Arachides,3 391,70 923,"20,9",3 666,101 713,"27,7",8,43,33
Autres,3 206,277 492,"86,6",3 862,252 610,"65,4",20,-9,-24
Légumes secs,77 408,773 105,"10,0",100 425,1 072 494,"10,7",30,39,7
Fèves-féveroles,35 813,380 485,"10,6",40 361,468 553,"11,6",13,23,9
Pois secs,8 267,64 484,"7,8",10 209,99 225,"9,7",23,54,25
Lentilles,8 762,100 713,"11,5",19 033,191 387,"10,1",117,90,-13
Pois chiches,22 961,215 722,"9,4",28 571,293 711,"10,3",24,36,9
Haricots secs,1 310,8 749,"6,7",1 902,14 797,"7,8",45,69,16
Gesses et guerfalas,295,2 953,"10,0",350,4 820,"13,8",19,63,38
Cultures maraîchères,511 174,130 826 802,"255,9",501 869,130 202 950,"259,4",-2,0,1
Pommes de terre,156 308,47 596 766,"304,5",148 822,46 064 024,"309,5",-5,-3,2
Tomates,22 556,12 805 702,"567,7",23 977,12 862 858,"536,5",6,0,-6
Oignons,49 896,15 259 866,"305,8",48 301,14 203 096,"294,1",-3,-7,-4
Ails,9 445,1 036 266,"109,7",9 912,1 234 749,"124,6",5,19,14
Melons Pastèques,59 039,18 776 771,"318,0",57 343,18 912 738,"329,8",-3,1,4
Carottes,18 038,4 205 472,"233,2",16 963,4 063 739,"239,6",-6,-3,3
Piments,10 361,2 590 283,"250,0",9 912,2 712 924,"273,7",-4,5,9
Poivrons,11 975,3 396 094,"283,6",11 956,3 436 295,"287,4",0,1,1
Concombres,4 061,1 384 806,"341,0",4 568,1 716 103,"375,7",12,24,10
Courgettes,12 349,2 710 537,"219,5",13 085,3 078 610,"235,3",6,14,7
Aubergines,6 683,1 268 511,"189,8",5 506,1 558 780,"283,1",-18,23,49
Artichauts,5 174,975 243,"188,5",5 532,1 085 597,"196,3",7,11,4
Choux verts,4 161,1 048 809,"252,1",3 699,919 421,"248,6",-11,-12,-1
Choux fleurs,8 701,2 051 482,"235,8",7 245,1 750 602,"241,6",-17,-15,2
Navets,8 409,1 488 096,"177,0",7 486,1 315 838,"175,8",-11,-12,-1
Fèves vertes,32 392,2 731 225,"84,3",32 456,2 886 198,"88,9",0,6,5
Haricots verts,10 695,790 992,"74,0",11 434,980 033,"85,7",7,24,16
Petits pois,32 377,1 267 915,"39,2",34 268,1 314 139,"38,3",6,4,-2
Autres légumes,48 553,9 441 966,"194,5",49 406,10 107 207,"204,6",2,7,5
