0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2018
VII-CULTURES MARAICHERES SOUS SERRES (1/4),,,,,,,,,
,,TOMATES,,,PIMENTS,,,POIVRONS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"7,16",4 032,"563,1","21,14",6 195,"293,1","7,06",3 000,"424,9"
2 CHLEF,"226,88",203 965,"899,0","5,04",685,"136,0","34,32",7 379,"215,0"
3 LAGHOUAT,,,0,,,0,,,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"0,00",0,0,"2,92",2 922,"1 000,7","3,08",4 173,"1 354,9"
6 BEJAIA,"20,82",16 649,"799,7","5,79",1 934,"334,0","13,83",4 589,"331,8"
7 BISKRA,"2 458,00",3 610 460,"1 468,9","1 531,00",1 163 900,"760,2","1 040,00",782 900,"752,8"
8 BECHAR,"0,72",461,"640,3","0,08",15,"187,5","0,16",50,"312,5"
9 BLIDA,"40,40",31 700,"784,7","20,08",10 040,"500,0","175,90",99 559,"566,0"
10 BOUIRA,"0,00",0,0,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"8,36",5 166,"617,9","3,03",1 005,"331,6","1,97",602,"305,6"
12 TEBESSA,,,0,,,0,,,0
13 TLEMCEN,"78,25",72 800,"930,4","1,00",300,"300,0","60,75",50 300,"828,0"
14 TIARET,,,0,,,0,,,0
15 TIZI-OUZOU,"3,01",2 759,"916,4","7,19",3 899,"542,2","1,05",405,"385,5"
16 ALGER,"191,65",193 325,"1 008,7","30,74",11 190,"364,0","53,38",21 365,"400,2"
17 DJELFA,"4,04",2 682,"663,9","3,04",568,"186,8","5,08",1 648,"324,4"
18 JIJEL,"116,42",176 868,"1 519,2","144,90",125 922,"869,0","198,48",184 418,"929,2"
19 SETIF,"0,16",80,"500,0","161,58",172 510,"1 067,6","192,56",204 572,"1 062,4"
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"6,32",3 977,"629,3","2,78",1 366,"491,4","4,44",2 184,"491,9"
22 S.B.ABBES,,,0,,,0,,,0
23 ANNABA,,,0,,,0,,,0
24 GUELMA,"0,25",150,"600,0","0,00",0,0,"0,00",0,0
25 CONSTANTINE,"0,36",460,"1 277,8","0,08",80,"1 000,0","0,08",80,"1 000,0"
26 MEDEA,"0,00",0,0,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"340,60",271 095,"795,9","81,50",27 775,"340,8","306,80",177 616,"578,9"
28 M'SILA,"51,00",50 000,"980,4","50,00",35 000,"700,0","20,00",13 000,"650,0"
29 MASCARA,"2,24",850,"379,5","0,00",0,0,"3,00",750,"250,0"
30 OUARGLA,"15,12",13 525,"894,5","15,94",5 911,"370,8","4,00",1 500,"375,0"
31 ORAN,"33,80",32 849,"971,9","0,32",95,"296,9","1,56",531,"340,4"
32 EL-BAYADH,,,0,,,0,,,0
33 ILLIZI,"1,16",184,"158,6","0,06",16,"266,7","0,01",2,"200,0"
34 B.B.ARRERIDJ,"0,15",90,"600,0",0,63,"252,0","0,25",63,"252,0"
35 BOUMERDES,"199,00",140 807,"707,6","45,00",20 520,"456,0","60,00",30 000,"500,0"
36 EL-TARF,"0,32",400,"1 250,0","0,04",36,"900,0","0,04",38,"950,0"
37 TINDOUF,"4,48",4 032,"900,0","1,36",680,"500,0","2,56",1 280,"500,0"
38 TISSEMSILT,,,0,,,0,,,0
39 EL-OUED,"49,00",49 000,"1 000,0","96,21",48 105,"500,0","45,62",22 810,"500,0"
40 KHENCHELA,"50,00",75 000,"1 500,0","25,45",27 817,"1 093,0","17,00",20 500,"1 205,9"
41 SOUK-AHRAS,,,0,,,0,,,0
42 TIPAZA,"478,90",495 132,"1 033,9","140,12",57 928,"413,4","224,13",90 478,"403,7"
43 MILA,"4,64",3 248,"700,0","0,56",367,"655,4","1,80",940,"522,2"
44 AIN-DEFLA,"168,09",142 810,"849,6","8,25",6 525,"790,9","14,75",12 275,"832,2"
45 NAAMA,,,0,,,0,,,0
46 A.TEMOUCHENT,"39,83",30 018,"753,7","0,88",260,"295,5","15,92",6 924,"434,9"
47 GHARDAIA,"2,52",1 024,"406,3","1,32",528,"400,0","1,58",632,"400,0"
48 RELIZANE,"0,00",0,0,"0,00",0,0,"2,00",600,"300,0"
TOTAL ALGERIE,"4 603,65",5 635 597,"1 224,2","2 407,65",1 734 157,"720,3","2 513,16",1 747 163,"695,2"
