0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII-CULTURES MARAICHERES SOUS SERRES (1/4),,,,,,,,,
,,TOMATES,,,PIMENTS,,,POIVRONS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"7,96",3 749,"471,0","22,16",7 351,"331,7","6,98",2 093,"299,9"
2 CHLEF,"430,76",402 070,"933,4","10,20",1 990,"195,1","35,72",8 674,"242,8"
3 LAGHOUAT,"0,00",0,0,"0,00",0,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"0,16",96,"600,0","2,14",2 828,"1 321,5","4,74",6 383,"1 346,6"
6 BEJAIA,"24,05",16 346,"679,7","7,43",1 994,"268,4","16,61",4 115,"247,7"
7 BISKRA,"2 189,00",3 071 910,"1 403,3","1 231,87",894 200,"725,9","841,95",609 490,"723,9"
8 BECHAR,"1,32",977,"740,2","0,08",16,"200,0","0,08",14,"175,0"
9 BLIDA,"30,95",23 848,"770,5","14,25",5 738,"402,7","121,97",69 252,"567,8"
10 BOUIRA,"0,00",0,0,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"8,00",6 468,"808,5","2,78",1 247,"448,6","1,50",647,"431,3"
12 TEBESSA,"0,00",0,0,"0,00",0,0,"0,00",0,0
13 TLEMCEN,"80,00",73 600,"920,0","1,00",300,"300,0","62,00",50 000,"806,5"
14 TIARET,"0,00",0,0,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"2,16",1 990,"921,3","17,10",8 936,"522,5","1,74",904,"519,3"
16 ALGER,"189,98",197 240,"1 038,2","17,71",6 460,"364,8","30,79",13 845,"449,7"
17 DJELFA,"1,25",1 000,"800,0","0,25",50,"200,0","0,50",170,"340,0"
18 JIJEL,"162,25",220 350,"1 358,1","150,12",124 640,"830,3","220,36",188 084,"853,5"
19 SETIF,"5,18",2 455,"473,9","108,08",103 520,"957,8","164,18",175 265,"1 067,5"
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"11,34",5 017,"442,4","7,40",1 060,"143,2","4,40",1 900,"431,8"
22 S.B.ABBES,"0,00",0,0,"0,00",0,0,"0,00",0,0
23 ANNABA,"0,00",0,0,"0,00",0,0,"0,00",0,0
24 GUELMA,"0,00",0,0,"0,00",0,0,"0,00",0,0
25 CONSTANTINE,"0,08",70,"875,0","0,04",34,"850,0","0,00",0,0
26 MEDEA,"0,00",0,0,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"313,57",251 411,"801,8","80,50",31 200,"387,6","248,55",153 060,"615,8"
28 M'SILA,"88,00",96 800,"1 100,0","33,00",26 400,"800,0","15,00",13 500,"900,0"
29 MASCARA,"2,00",1 450,"725,0","0,00",0,0,"0,00",0,0
30 OUARGLA,"7,20",5 550,"770,8","9,78",2 232,"228,2","2,43",715,"294,2"
31 ORAN,"28,58",29 148,"1 019,9","0,24",81,"337,5","35,68",2 896,"81,2"
32 EL-BAYADH,"0,00",0,0,"0,00",0,0,"0,00",0,0
33 ILLIZI,"1,41",457,"324,1","0,63",179,"284,1","0,03",7,"228,0"
34 B.B.ARRERIDJ,"0,10",60,"600,0",0,50,"250,0","0,20",75,"375,0"
35 BOUMERDES,"197,00",177 300,"900,0","52,50",23 625,"450,0","64,00",33 920,"530,0"
36 EL-TARF,"0,46",552,"1 200,0","0,17",150,"882,4","0,17",155,"911,8"
37 TINDOUF,"5,08",4 572,"900,0","1,80",900,"500,0","2,36",1 180,"500,0"
38 TISSEMSILT,"0,00",0,0,"0,00",0,0,"0,00",0,0
39 EL-OUED,"70,00",70 000,"1 000,0","85,00",42 500,"500,0","44,00",22 000,"500,0"
40 KHENCHELA,"11,50",12 290,"1 068,7","7,00",3 300,"471,4","5,00",2 200,"440,0"
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0,"0,00",0,0
42 TIPAZA,"502,84",443 356,"881,7","111,04",45 990,"414,2","246,56",123 986,"502,9"
43 MILA,"4,80",3 566,"742,9","0,48",282,"587,5","2,04",1 012,"496,1"
44 AIN-DEFLA,"105,50",86 400,"819,0","2,25",1 015,"451,1","8,74",4 855,"555,5"
45 NAAMA,"0,00",0,0,"0,00",0,0,"0,00",0,0
46 A.TEMOUCHENT,"42,89",34 763,"810,5","0,88",276,"313,6","16,52",6 902,"417,8"
47 GHARDAIA,"2,87",1 225,"426,8","0,70",300,"428,6","0,50",220,"440,0"
48 RELIZANE,"0,00",0,0,"0,00",0,0,"2,00",600,"300,0"
TOTAL ALGERIE,"4 528,24",5 246 086,"1 158,5","1 978,78",1 338 843,"676,6","2 207,30",1 498 118,"678,7"
