0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019
"Récapitulatif des superficies, des productions, des rendements  et les taux d'accroissement  2019/2018",,,,,,,,,
,,2018,,,2019,,,Taux d'accroissement     %,
,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,,2019 /2018,
,ha,qx,qx/ha,ha,qx,qx/ha,Sup.,Prod.,Rdt
Céréales d'hiver,3 106 102,60 568 040,"19,5",3 185 647,56 259 902,"17,7",3,-7,-9
Blé dur,1 492 546,31 780 207,"21,3",1 579 080,32 087 678,"20,3",6,1,-5
Blé tendre,455 856,8 031 984,"17,6",395 907,6 681 084,"16,9",-13,-17,-4
Orge,1 080 250,19 573 271,"18,1",1 133 005,16 477 463,"14,5",5,-16,-20
Avoine,77 375,1 180 178,"15,3",77 626,1 013 052,"13,1",0,-14,-14
Triticale,75,2 400,"32,0",30,626,"20,9",0,0,0
Céréales d'été,2 515,450 450,"179,1",1 665,72 954,"43,8",-34,-84,-76
Maîs,2 250,414 235,"184,1",1 533,63 683,"41,5",-32,-85,-77
Sorgho,265,36 215,"136,7",132,9 271,"70,2",-50,-74,-49
Cultures industrielles,36 427,15 872 668,"435,7",38 018,17 178 179,"451,8",4,8,4
Tomates,23 689,15 406 655,"650,4",24 804,16 492 150,"664,9",5,7,2
Tabacs,5 097,106 859,"21,0",4 790,151 646,"31,7",-6,42,51
Arachides,4 753,118 861,"25,0",4 886,126 022,"25,8",3,6,3
Autres,2 888,240 293,"83,2",3 539,408 362,"115,4",23,70,39
Légumes secs,111 823,1 376 378,"12,3",119 217,1 362 293,"11,4",7,-1,-7
Fèves-féveroles,40 222,548 780,"13,6",41 451,552 729,"13,3",3,1,-2
Pois secs,10 383,114 721,"11,0",9 952,121 250,"12,2",-4,6,10
Lentilles,25 956,296 629,"11,4",29 516,265 242,"9,0",14,-11,-21
Pois chiches,32 065,382 736,"11,9",36 206,403 699,"11,2",13,5,-7
Haricots secs,2 843,28 113,"9,9",1 912,17 894,"9,4",-33,-36,-5
Gesses et guerfalas,355,5 400,"15,2",180,1 480,"8,2",-49,-73,-46
Cultures maraîchères,509 341,136 570 863,"268,1",533 060,146 700 413,"275,2",5,7,3
Pommes de terre,149 665,46 533 222,"310,9",157 864,50 202 499,"318,0",5,8,2
Tomates,22 323,13 097 452,"586,7",24 994,14 778 786,"591,3",12,13,1
Oignons,47 282,13 996 907,"296,0",50 292,16 137 298,"320,9",6,15,8
Ails,12 945,2 022 005,"156,2",13 403,2 233 113,"166,6",4,10,7
Melons Pastèques,60 400,20 957 575,"347,0",62 652,22 068 666,"352,2",4,5,2
Carottes,17 941,4 318 834,"240,7",17 469,4 195 344,"240,2",-3,-3,0
Piments,10 686,3 093 299,"289,5",10 348,3 082 823,"297,9",-3,0,3
Poivrons,11 422,3 417 150,"299,2",11 381,3 668 857,"322,4",0,7,8
Concombres,4 359,1 936 474,"444,2",4 078,1 660 456,"407,2",-6,-14,-8
Courgettes,13 528,3 888 751,"287,5",14 372,4 201 354,"292,3",6,8,2
Aubergines,5 978,1 816 181,"303,8",6 027,1 841 457,"305,5",1,1,1
Artichauts,5 784,1 246 591,"215,5",5 792,1 196 363,"206,6",0,-4,-4
Choux verts,4 069,1 074 125,"264,0",4 317,1 164 265,"269,7",6,8,2
Choux fleurs,8 090,2 076 970,"256,7",8 629,2 054 395,"238,1",7,-1,-7
Navets,8 171,1 397 446,"171,0",8 328,1 499 067,"180,0",2,7,5
Fèves vertes,32 645,3 086 891,"94,6",33 078,2 984 837,"90,2",1,-3,-5
Haricots verts,11 610,931 836,"80,3",12 706,950 226,"74,8",9,2,-7
Petits pois,35 897,1 862 025,"51,9",38 959,2 000 258,"51,3",9,7,-1
Autres légumes,46 547,9 817 131,"210,9",48 373,10 780 353,"222,9",4,10,6
