0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2017
VII-CULTURES MARAICHERES SOUS SERRES (1/4),,,,,,,,,
,,TOMATES,,,PIMENTS,,,POIVRONS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"7,01",3 850,"549,2","21,03",6 090,"289,6","7,00",2 800,"400,0"
2 CHLEF,"362,40",334 355,"922,6","7,62",1 316,"172,7","34,02",8 172,"240,2"
3 LAGHOUAT,,,0,,,0,,,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"0,36",216,"600,0","2,12",3 281,"1 547,6","3,24",4 716,"1 455,6"
6 BEJAIA,"24,05",16 346,"679,7","7,43",1 994,"268,4","16,61",4 115,"247,7"
7 BISKRA,"2 117,00",3 163 060,"1 494,1","1 120,00",990 730,"884,6","778,00",621 500,"798,8"
8 BECHAR,"0,84",550,"654,8","0,12",24,"200,0","0,20",50,"250,0"
9 BLIDA,"35,18",27 070,"769,5","21,12",9 400,"445,1","162,66",93 334,"573,8"
10 BOUIRA,,,0,,,0,,,0
11 TAMANRASSET,"5,88",2 202,"374,5","1,98",630,"318,2","1,02",267,"261,3"
12 TEBESSA,"0,44",330,"750,0","0,20",60,"300,0","0,00",0,0
13 TLEMCEN,"80,00",72 800,"910,0","1,00",300,"300,0","62,00",50 000,"806,5"
14 TIARET,"0,00",0,0,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"3,32",3 538,"1 065,7","9,74",5 420,"556,4","0,74",357,"482,7"
16 ALGER,"173,21",175 585,"1 013,7","22,52",8 180,"363,2","50,30",25 610,"509,1"
17 DJELFA,"3,00",1 910,"636,7","1,00",210,"210,0","4,00",1 440,"360,0"
18 JIJEL,"169,17",221 923,"1 311,8","159,36",130 628,"819,7","213,72",183 005,"856,3"
19 SETIF,"1,16",1 310,"1 129,3","142,10",137 250,"965,9","197,04",210 721,"1 069,4"
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"9,74",4 955,"508,7","3,16",1 264,"400,0","3,36",1 348,"401,2"
22 S.B.ABBES,"0,00",0,0,"0,00",0,0,"0,00",0,0
23 ANNABA,"0,03",0,"0,0","0,00",0,0,"0,00",0,0
24 GUELMA,,,0,,,0,,,0
25 CONSTANTINE,"0,52",670,"1 288,5","0,00",0,0,"0,00",0,0
26 MEDEA,,,0,,,0,,,0
27 MOSTAGANEM,"330,40",261 850,"792,5","90,75",31 403,"346,0","263,00",143 229,"544,6"
28 M'SILA,"65,00",78 000,"1 200,0","38,00",26 600,"700,0","20,00",13 000,"650,0"
29 MASCARA,"2,00",1 700,"850,0","0,00",0,0,"4,24",3 300,"778,3"
30 OUARGLA,"10,20",9 318,"913,5","12,50",3 894,"311,5","5,00",2 960,"592,0"
31 ORAN,"28,83",26 314,"912,7","0,68",160,"235,3","0,84",209,"248,8"
32 EL-BAYADH,,,0,,,0,,,0
33 ILLIZI,"1,82",524,"288,0","0,40",72,"180,3","0,30",63,"208,3"
34 B.B.ARRERIDJ,"0,15",90,"600,0","0,25",63,"252,0","0,25",63,"252,0"
35 BOUMERDES,"202,00",202 000,"1 000,0","51,00",22 950,"450,0","64,00",33 920,"530,0"
36 EL-TARF,"0,26",325,"1 250,0","0,08",72,"900,0","0,08",76,"950,0"
37 TINDOUF,"3,96",3 564,"900,0","0,48",240,"500,0","1,44",720,"500,0"
38 TISSEMSILT,,,0,,,0,,,0
39 EL-OUED,"70,00",70 000,"1 000,0","90,00",45 000,"500,0","50,00",25 000,"500,0"
40 KHENCHELA,"40,75",52 187,"1 280,7","25,00",25 000,"1 000,0","15,00",15 000,"1 000,0"
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0,"0,00",0,0
42 TIPAZA,"506,06",491 252,"970,7","103,50",69 780,"674,2","236,28",125 894,"532,8"
43 MILA,"5,84",4 296,"735,6","0,68",364,"535,3","1,44",852,"591,7"
44 AIN-DEFLA,"174,59",179 881,"1 030,3","3,00",1 800,"600,0","11,00",7 170,"651,8"
45 NAAMA,,,0,,,0,,,0
46 A.TEMOUCHENT,"34,92",28 018,"802,3","1,20",360,"300,0","16,88",7 302,"432,6"
47 GHARDAIA,"2,81",1 186,"422,1","2,08",792,"380,8","1,11",482,"434,2"
48 RELIZANE,"7,00",4 200,"600,0","0,00",0,0,"2,00",600,"300,0"
TOTAL ALGERIE,"4 479,90",5 445 375,"1 215,5","1 940,10",1 525 327,"786,2","2 226,77",1 587 275,"712,8"
