0,1,2,3,4,5,6
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,SERIE B 2017
VIII-POMMES DE TERRE (de primeurs et de saison) (1/2),,,,,,
,,PRIMEURS,,,SAISON,
WILAYA,Superficie,Production,Rendement,Superficie,Production,Rendement
,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,451,87 745,"194,6",0,0,0
2 CHLEF,0,0,0,2 210,675 580,"305,7"
3 LAGHOUAT,0,0,0,2 203,669 250,"303,8"
4 O.E.BOUAGHI,0,0,0,158,54 500,"344,9"
5 BATNA,0,0,0,741,236 890,"319,8"
6 BEJAIA,35,5 770,"164,9",217,45 210,"208,3"
7 BISKRA,0,0,0,100,20 900,"209,0"
8 BECHAR,0,0,0,15,3 160,"210,7"
9 BLIDA,0,0,0,590,293 800,"498,0"
10 BOUIRA,0,0,0,3 282,1 178 662,"359,2"
11 TAMANRASSET,4,599,"149,8",11,2 090,"190,0"
12 TEBESSA,0,0,0,2 540,920 000,"362,2"
13 TLEMCEN,85,21 300,"250,6",3 188,1 020 200,"320,0"
14 TIARET,0,0,0,4 064,1 131 312,"278,4"
15 TIZI-OUZOU,97,17 180,"177,1",458,150 030,"327,4"
16 ALGER,252,77 715,"308,4",772,341 230,"442,0"
17 DJELFA,0,0,0,2 000,490 200,"245,1"
18 JIJEL,136,26 980,"198,4",344,70 800,"205,8"
19 SETIF,0,0,0,1 899,525 043,"276,5"
20 SAIDA,0,0,0,2 355,703 440,"298,7"
21 SKIKDA,1 000,200 000,"200,0",3 706,1 078 300,"291,0"
22 S.B.ABBES,0,0,0,1 819,403 970,"222,1"
23 ANNABA,0,0,0,86,36 100,"419,8"
24 GUELMA,0,0,0,238,69 750,"293,1"
25 CONSTANTINE,0,0,0,133,21 600,"162,4"
26 MEDEA,0,0,0,1 298,382 095,"294,4"
27 MOSTAGANEM,550,115 500,"210,0",9 964,3 447 444,"346,0"
28 M'SILA,0,0,0,330,92 400,"280,0"
29 MASCARA,0,0,0,6 611,2 043 300,"309,1"
30 OUARGLA,6,1 325,"230,4",128,37 387,"293,1"
31 ORAN,1,280,"280,0",92,27 153,"295,9"
32 EL-BAYADH,0,0,0,446,128 707,"288,6"
33 ILLIZI,0,0,0,0,0,0
34 B.B.ARRERIDJ,0,0,0,47,8 400,"178,7"
35 BOUMERDES,948,260 150,"274,4",1 770,593 870,"335,5"
36 EL-TARF,120,35 400,"295,0",310,123 400,"398,1"
37 TINDOUF,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,67,12 330,"184,0"
39 EL-OUED,0,0,0,11 000,3 850 000,"350,0"
40 KHENCHELA,0,0,0,64,10 550,"164,8"
41 SOUK-AHRAS,0,0,0,401,85 650,"213,6"
42 TIPAZA,765,208 490,"272,5",657,308 600,"469,7"
43 MILA,0,0,0,1 490,616 440,"413,7"
44 AIN-DEFLA,0,0,0,10 000,3 831 722,"383,2"
45 NAAMA,0,0,0,206,40 342,"195,8"
46 A.TEMOUCHENT,24,6 620,"275,8",147,44 310,"301,4"
47 GHARDAIA,14,4 200,"300,0",0,0,0
48 RELIZANE,0,0,0,1 882,545 640,"290,0"
TOTAL ALGERIE,4 488,1 069 254,"238,3",80 037,26 371 756,"329,5"
