0,1,2,3,4,5,6,7,8
,Deglet nour Dattes fines,,Ghers  et analogues,,Degla Beida et,,Ensemble palmier dattier,
WILAYA,,,Dattes molles,,analogues Dattes séches,,,
,Production,Rdt,Production,Rdt,Production,Rdt,Production,Rdt
,qx,kg/arbre,qx,kg/arbre,qx,kg/arbre,qx,kg/arbre
1 ADRAR,0,"0,0",0,"0,0",934 562,"33,1",934 562,"33,1"
3 LAGHOUAT,3 880,"42,0",5 223,"41,0",4 104,"40,0",13 207,"41,0"
5 BATNA,6 780,"75,9",3 893,"52,2",6 070,"65,8",16 743,"65,4"
7 BISKRA,3 070 000,"114,1",558 000,"99,7",1 095 000,"99,9",4 723 000,"108,7"
8 BECHAR,0,"0,0",325 230,"0,0",72 900,"40,0",398 130,"40,0"
11 TAMANRASSET,0,"0,0",0,,105 181,"0,0",105 181,"16,4"
12 TEBESSA,9 550,"44,1",10 350,"56,4",0,"0,0",19 900,"49,7"
17 DJELFA,10 470,"76,4",1 890,"63,0",850,"65,4",13 210,"73,4"
28 M'SILA,,"0,0",,"0,0",,"0,0",0,"0,0"
30 OUARGLA,938 022,"74,5",624 831,"66,3",87 311,"57,4",1 650 164,"70,1"
32 EL-BAYADH,824,"39,2",3 750,"46,9",5 581,"0,0",10 155,"46,4"
33 ILLIZI,713,"30,2",10 833,"27,0",6 646,"27,0",18 192,"27,1"
37 TINDOUF,0,"0,0",10 977,"27,3",353,"0,0",11 330,"27,3"
39 EL-OUED,1 823 080,"74,0",498 990,"69,0",430 030,"68,0",2 752 100,"72,1"
40 KHENCHELA,35 300,"79,7",41 670,"67,1",6 900,"60,8",83 870,"71,2"
45 NAAMA,436,"0,0",6 069,"29,7",0,"0,0",6 505,"29,7"
47 GHARDAIA,240 000,"50,8",100 000,"55,4",264 000,"54,0",604 000,"52,9"
TOTAL ALGERIE,6 139 055,"87,9",2 201 706,"64,2",3 019 488,"49,6",11 360 249,"68,8"
